Month,Trial ID,Drug / therapy,Short description,Company sponsor,Primary completion date,Phases,Study URL,Brief title,Press release check status,Checked against cutoff,Matched title,Matched source,Matched link,Matched publication date,Matched source type
October,NCT05716100,XEN1101,Investigational therapy being studied to treat Focal Onset Seizures.,Xenon Pharmaceuticals Inc.,2026-10,PHASE3,https://clinicaltrials.gov/study/NCT05716100,A Randomized Study of XEN1101 Versus Placebo in Focal-Onset Seizures (X-TOLE3),not_yet_due,no,,,,,
October,NCT06403501,Clascoterone,Investigational therapy being studied to treat Acne Vulgaris.,"Zhejiang Sunshine Mandi Pharmaceutical Co.,Ltd.",2026-10,PHASE3,https://clinicaltrials.gov/study/NCT06403501,Efficacy and Safety of Clascoterone Cream 1% in Facial Acne Vulgaris,not_yet_due,no,,,,,
November,NCT06951698,KarXT,Investigational therapy being studied to treat Bipolar-I Disorder With Mania or Mania With Mixed Features.,Bristol-Myers Squibb,2026-11-01,PHASE3,https://clinicaltrials.gov/study/NCT06951698,A Study to Evaluate the Efficacy and Safety of KarXT for the Treatment of Manic Episodes in Bipolar-I Disorder,not_yet_due,no,,,,,
November,NCT05066217,Clemizole HCl,Investigational therapy being studied to treat Lennox Gastaut Syndrome.,Epygenix,2026-11-01,PHASE3,https://clinicaltrials.gov/study/NCT05066217,An Efficacy and Safety Study of Clemizole HCl in Patients With Lennox-Gastaut Syndrome,not_yet_due,no,,,,,
November,NCT05033522,AlloStim® immunotherapy + FOLFOX regimen + Lenvatinib (+1 more),Combination regimen being studied to treat Hepatocellular Carcinoma.,"Mirror Biologics, Inc.",2026-11-01,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT05033522,Immunotherapy for Advanced Liver Cancer,not_yet_due,no,,,,,
November,NCT05626855,Apitegromab,"Investigational therapy being studied to treat Spinal Muscular Atrophy, Spinal Muscular Atrophy Type 3, and related conditions.","Scholar Rock, Inc.",2026-11-01,PHASE3,https://clinicaltrials.gov/study/NCT05626855,Long-Term Safety & Efficacy of Apitegromab in Patients With SMA Who Completed Previous Trials of Apitegromab,not_yet_due,no,,,,,
November,NCT06951711,KarXT,Investigational therapy being studied to treat Bipolar Disorder Type I With Mania or Mania With Mixed Features.,Bristol-Myers Squibb,2026-11-02,PHASE3,https://clinicaltrials.gov/study/NCT06951711,A Study to Evaluate the Efficacy and Safety of KarXT for the Treatment of Manic Episodes in Bipolar-I Disorder (BALSAM-2),not_yet_due,no,,,,,
November,NCT06772168,CMG190303(Dapagliflozin/Rosuvastatin),Investigational therapy being studied to treat Dyslipidemia and Type 2 Diabetes.,CMG Pharmaceutical Co. Ltd,2026-11-04,PHASE3,https://clinicaltrials.gov/study/NCT06772168,Evaluate the Efficacy and Safety of CMG190303 in Patients With Type 2 Diabetes and Dyslipidemia,not_yet_due,no,,,,,
November,NCT03754790,Fitusiran,Investigational therapy being studied to treat Hemophilia.,"Genzyme, a Sanofi Company",2026-11-05,PHASE3,https://clinicaltrials.gov/study/NCT03754790,"Long-term Safety and Efficacy Study of Fitusiran in Patients With Hemophilia A or B, With or Without Inhibitory Antibodies to Factor VIII or IX",not_yet_due,no,,,,,
November,NCT05677451,LOU064 (blinded),Investigational therapy being studied to treat Chronic Spontaneous Urticaria.,Novartis Pharmaceuticals,2026-11-06,PHASE3,https://clinicaltrials.gov/study/NCT05677451,"24 Weeks Double-blind Randomized Placebo-controlled Trial to Evaluate Efficacy, PK, Safety of LOU064 in Adolescents (12 - <18) With CSU and Inadequate Response to H1-antihistamine Followed by Optional 3 Years Open-label Extension and an Optional 3 Years Safety Long-term Treatment-free Follow-up",not_yet_due,no,,,,,
November,NCT06640777,LEAF-4L6715 + Supportive Care,Combination regimen being studied to treat Acute Respiratory Distress Syndrome.,"LEAF4Life, Inc.",2026-11-09,PHASE3,https://clinicaltrials.gov/study/NCT06640777,Efficacy and Safety of LEAF-4L6715 for Acute Respiratory Distress Syndrome,not_yet_due,no,,,,,
November,NCT07165223,GZR4 + Insulin Icodec group,Combination regimen being studied to treat Diabetes.,Gan & Lee Pharmaceuticals.,2026-11-10,PHASE3,https://clinicaltrials.gov/study/NCT07165223,A Phase IIIb Clinical Study to Assess the Efficacy and Safety of GZR4 in Subjects With Type 2 Diabetes Mellitus Treated With Basal Insulin,not_yet_due,no,,,,,
November,NCT06351020,Apatinib + Irinotecan + LM-302,Combination regimen being studied to treat Locally Advanced or Metastatic GC and GCJ Adenocarcinoma.,"LaNova Medicines Zhejiang Co., Ltd.",2026-11-10,PHASE3,https://clinicaltrials.gov/study/NCT06351020,LM-302 for the Treatment of Subjects With Claudin18.2-Positive Gastric and Gastroesophageal Junction Adenocarcinoma.,not_yet_due,no,,,,,
November,NCT05702034,Milvexian,"Investigational therapy being studied to treat Ischemic Stroke; Ischemic Attack, Transient.","Janssen Research & Development, LLC",2026-11-11,PHASE3,https://clinicaltrials.gov/study/NCT05702034,A Study of Milvexian in Participants After an Acute Ischemic Stroke or High-Risk Transient Ischemic Attack- LIBREXIA-STROKE,not_yet_due,no,,,,,
November,NCT06753890,Changkang granules,Investigational therapy being studied to treat Diarrhea predominant Irritable Boewl Syndrome.,"Tasly Pharmaceutical Group Co., Ltd",2026-11-11,PHASE3,https://clinicaltrials.gov/study/NCT06753890,Efficacy and Safety of Changkang Granules in the Treatment of Irritable Bowel Syndrome With Predominant Diarrhea (Liver qi Affecting the Spleen Pattern),not_yet_due,no,,,,,
November,NCT06671548,Relugolix,Investigational therapy being studied to treat Heavy Menstrual Bleeding and Uterine Fibroids.,"Qilu Pharmaceutical Co., Ltd.",2026-11-12,PHASE3,https://clinicaltrials.gov/study/NCT06671548,Efficacy & Safety Study of Relugolix in Women With Heavy Menstrual Bleeding Associated With Uterine Fibroids,not_yet_due,no,,,,,
November,NCT05646862,Alpelisib + Bupropion + Fulvestrant (+3 more),Combination regimen being studied to treat Breast Cancer.,Hoffmann-La Roche,2026-11-13,PHASE3,https://clinicaltrials.gov/study/NCT05646862,"A Study Evaluating the Efficacy and Safety of Inavolisib Plus Fulvestrant Compared With Alpelisib Plus Fulvestrant in Participants With HR-Positive, HER2-Negative, PIK3CA Mutated, Locally Advanced or Metastatic Breast Cancer Post CDK4/6i and Endocrine Combination Therapy",not_yet_due,no,,,,,
November,NCT07392125,Behavioral Support + Cytisinicline,Combination regimen being studied to treat Vaping Cessation.,Achieve Life Sciences,2026-11-15,PHASE3,https://clinicaltrials.gov/study/NCT07392125,Phase 3 Trial Evaluating the Efficacy and Safety of Cytisinicline for Vaping Cessation in Adults Using Nicotine-Containing E Cigarettes,not_yet_due,no,,,,,
November,NCT06055959,Zilucoplan,Investigational therapy being studied to treat Generalized Myasthenia Gravis.,UCB Biopharma SRL,2026-11-16,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT06055959,A Study to Evaluate Subcutaneous Zilucoplan in Pediatric Participants With Generalized Myasthenia Gravis,not_yet_due,no,,,,,
November,NCT05946941,Deucravacitinib,Investigational therapy being studied to treat Sjögren's Syndrome.,Bristol-Myers Squibb,2026-11-18,PHASE3,https://clinicaltrials.gov/study/NCT05946941,A Study to Evaluate the Efficacy and Safety of Deucravacitinib in Adults With Active Sjögren's Syndrome,not_yet_due,no,,,,,
November,NCT07094087,BE1116 + FFP,Combination regimen being studied to treat Complex Cardiovascular Surgery With Cardiopulmonary Bypass.,CSL Behring,2026-11-18,PHASE3,https://clinicaltrials.gov/study/NCT07094087,Efficacy and Safety of 4F-PCC (4-Factor Prothrombin Complex Concentrate) in Adult Patients Undergoing Complex Cardiovascular Surgery With Cardiopulmonary Bypass (CPB),not_yet_due,no,,,,,
November,NCT01064466,ETOPOSIDE - Study,Investigational therapy being studied to treat Small Cell Lung Cancer.,"Han Xu, M.D., Ph.D., FAPCR, Sponsor-Investigator, IRB Chair",2026-11-18,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT01064466,Pharmacogenomics ANDA SNP Clinical Study - Etoposide and Single Nucleotide Polymorphisms,not_yet_due,no,,,,,
November,NCT05987956,Alectinib - Study,Investigational therapy being studied to treat Non small Cell Lung Cancer.,"Han Xu, M.D., Ph.D., FAPCR, Sponsor-Investigator, IRB Chair",2026-11-18,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT05987956,Pharmacogenomics IND EXEMPT SNP Clinical Trial - Alectinib and Single Nucleotide Polymorphisms,not_yet_due,no,,,,,
November,NCT07124221,Bromocriptine mesylate tablets + Cabergoline tablets,Combination regimen being studied to treat Hyperprolactinemia.,"Changchun GeneScience Pharmaceutical Co., Ltd.",2026-11-21,PHASE3,https://clinicaltrials.gov/study/NCT07124221,A Phase III Clinical Study of Cabergoline Tablets Compared With Bromocriptine Mesylate Tablets,not_yet_due,no,,,,,
November,NCT07057622,177Lu-DOTATATE injection + Octreotide LAR (Long-acting release),Combination regimen being studied to treat NETS Ga68 Lu177.,"HTA Co., Ltd.",2026-11-24,PHASE3,https://clinicaltrials.gov/study/NCT07057622,A Phase III Clinical Study to Compare the Safety and Efficacy of 177Lu-DOTATATE Injection and Long-acting Oxytrexine in Adult Patients With NETs,not_yet_due,no,,,,,
November,NCT06585787,KarXT,Investigational therapy being studied to treat Alzheimer Disease.,"Karuna Therapeutics, Inc., a Bristol Myers Squibb company",2026-11-24,PHASE3,https://clinicaltrials.gov/study/NCT06585787,A Study to Evaluate KarXT as a Treatment for Psychosis Associated With Alzheimer's Disease (ADEPT-4),not_yet_due,no,,,,,
November,NCT06775860,ICP-332 Tablets,Investigational therapy being studied to treat Atopic Dermatitis.,"Beijing InnoCare Pharma Tech Co., Ltd.",2026-11-25,PHASE3,https://clinicaltrials.gov/study/NCT06775860,ICP-332 in Subjects With Moderate to Severe Atopic Dermatitis,not_yet_due,no,,,,,
November,NCT07122401,Cinacalcet + MT1013,"Combination regimen being studied to treat Secondary Hyperparathyroidism, Chronic Kidney Disease.","Shaanxi Micot Pharmaceutical Technology Co., Ltd.",2026-11-26,PHASE3,https://clinicaltrials.gov/study/NCT07122401,Study of MT1013 for the Treatment of Patients With Secondary Hyperparathyroidism,not_yet_due,no,,,,,
November,NCT03981796,Carboplatin + Dostarlimab + Niraparib (+1 more),Combination regimen being studied to treat Neoplasms.,"Tesaro, Inc.",2026-11-26,PHASE3,https://clinicaltrials.gov/study/NCT03981796,A Study to Evaluate Dostarlimab Plus Carboplatin-paclitaxel Versus Placebo Plus Carboplatin-paclitaxel in Participants With Recurrent or Primary Advanced Endometrial Cancer,not_yet_due,no,,,,,
November,NCT06660992,"HSK31858, tablet",Investigational therapy being studied to treat Non cystic Fibrosis Bronchiectasis.,"Haisco Pharmaceutical Group Co., Ltd.",2026-11-28,PHASE3,https://clinicaltrials.gov/study/NCT06660992,A Study to Assess the Efficacy and Safety of HSK31858 in Participants With Non-Cystic Fibrosis Bronchiectasis,not_yet_due,no,,,,,
November,NCT06641466,Rimegepant,Investigational preventive therapy being studied to help protect against Menstrual Migraine.,Pfizer,2026-11-29,PHASE3,https://clinicaltrials.gov/study/NCT06641466,A Study to Learn About the Study Medicine Called Rimegepant in Women When Used for Intermittent Prevention of Menstrual Migraine,not_yet_due,no,,,,,
November,NCT05462587,AVTX-803 (L-Fucose),Investigational therapy being studied to treat Leukocyte Adhesion Deficiency.,AUG Therapeutics,2026-11-30,PHASE3,https://clinicaltrials.gov/study/NCT05462587,A Study to Evaluate Efficacy and Safety of AVTX-803 in Patients With Leukocyte Adhesion Deficiency Type II,not_yet_due,no,,,,,
November,NCT06799247,Decartes-08,Investigational therapy being studied to treat Myasthaenia Gravis.,Cartesian Therapeutics,2026-11-30,PHASE3,https://clinicaltrials.gov/study/NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",not_yet_due,no,,,,,
November,NCT05924776,Plasmodium immunotherapy,Investigational therapy being studied to treat Advanced Ovarian Cancer.,"CAS Lamvac (Guangzhou) Biomedical Technology Co., Ltd.",2026-11-30,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT05924776,Plasmodium Immunotherapy for Advanced Ovarian Cancer,not_yet_due,no,,,,,
November,NCT06129175,Neuroncell-EX,Investigational therapy being studied to treat Acute Ischemic Stroke.,Cytopeutics Sdn. Bhd.,2026-11-30,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT06129175,UCMSCs as Treatment for Patients With Acute Ischemic Stroke (Stroke Neuroncell-EX),not_yet_due,no,,,,,
November,NCT06833983,GS1191-0445 injection,Investigational therapy being studied to treat Hemophilia A.,"Gritgen Therapeutics Co., Ltd.",2026-11-30,PHASE3,https://clinicaltrials.gov/study/NCT06833983,To Evaluate the Clinical Study of GS1191-0445 Injection in the Treatment of Hemophilia A,not_yet_due,no,,,,,
November,NCT06954961,D-0502 + Fulvestrant,Combination regimen being studied to treat Breast Cancer.,"InventisBio Co., Ltd",2026-11-30,PHASE3,https://clinicaltrials.gov/study/NCT06954961,A Study to Evaluate D-0502 in Subjects With ER+ Her2- Locally Advanced or Metastatic Breast Cancer,not_yet_due,no,,,,,
November,NCT05438407,Leniolisib,Investigational therapy being studied to treat APDS.,Pharming Technologies B.V.,2026-11-30,PHASE3,https://clinicaltrials.gov/study/NCT05438407,Pediatric Patients Aged 4 to 11 Years With APDS,not_yet_due,no,,,,,
November,NCT07216079,rilzabrutinib,Investigational therapy being studied to treat Immune Thrombocytopenia.,Sanofi,2026-11-30,PHASE3,https://clinicaltrials.gov/study/NCT07216079,Rilzabrutinib for the Adult Participants With Chronic ITP Who Have Completed Phase 3 Study in Japan,not_yet_due,no,,,,,
November,NCT07226258,Normal Saline + SL1002,Combination regimen being studied to treat Osteoarthritis Knee Pain.,Saol Therapeutics Inc,2026-11-30,PHASE3,https://clinicaltrials.gov/study/NCT07226258,Phase III Study to Assess the Safety and Efficacy of SL1002 for Osteoarthritis Knee Pain,not_yet_due,no,,,,,
November,NCT06968585,A166 + T-DM1,Combination regimen being studied to treat HER2 positive Breast Cancer.,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",2026-11-30,PHASE3,https://clinicaltrials.gov/study/NCT06968585,A Study of A166 Versus Trastuzumab Emtansine (T-DM1) in Patients With HER2-Positive Unresectable or Metastatic Breast Cancer Previously Treated With Trastuzumab and Taxane Therapy,not_yet_due,no,,,,,
November,NCT07548840,TS-172 20~60 mg/day,Investigational therapy being studied to treat Hyperphosphatemia Patients on Hemodialysis.,"Taisho Pharmaceutical Co., Ltd.",2026-11-30,PHASE3,https://clinicaltrials.gov/study/NCT07548840,A Clinical Study of TS-172 in Hyperphosphatemia Patients on Hemodialysis,not_yet_due,no,,,,,
November,NCT07284381,ABBV-444 + REFRESH OPTIVE UD,Combination regimen being studied to treat Dry Eye Disease.,AbbVie,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT07284381,A Clinical Study to Evaluate the Effect and Side Effect of a New Artificial Tear Formulation (ABBV-444) Compared to Refresh Optive Unit Dose in Adult Participants With Dry Eye Disease,not_yet_due,no,,,,,
November,NCT06341335,cadonilimab + paclitaxel + pulocimab,Combination regimen being studied to treat Gastric and Gastroesophageal Junction Adenocarcinoma.,Akeso,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06341335,A Study of AK104/Placebo Plus AK109/Placebo And Paclitaxel in Gastric or Gastroesophageal Junction Adenocarcinoma,not_yet_due,no,,,,,
November,NCT06903611,CAM-101,"Investigational therapy being studied to treat Dry Eye Disease, Dry Eye, and related conditions.",Cambium Bio Limited,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06903611,Phase III Study of Topical Fibrinogen-Depleted Human Platelet Lysate Compared to Placebo for Moderate to Severe Dry Eye,not_yet_due,no,,,,,
November,NCT07003919,DBV712 250 mcg,Investigational therapy being studied to treat Allergy and Peanut Allergy.,DBV Technologies,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT07003919,Safety Study of Viaskin® Peanut Patch in Peanut-Allergic Children 1 Through 3 Years of Age (COMFORT Toddlers),not_yet_due,no,,,,,
November,NCT06809595,MM120 (LSD D-Tartrate),Investigational therapy being studied to treat Generalized Anxiety Disorder.,"Definium Therapeutics US, Inc.",2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06809595,A Phase 3 Trial of MM120 for Generalized Anxiety Disorder (Panorama),not_yet_due,no,,,,,
November,NCT06941844,MM120 (LSD D-Tartrate),Investigational therapy being studied to treat Major Depressive Disorder.,"Definium Therapeutics US, Inc.",2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06941844,A Phase 3 Trial of MM120 for Major Depressive Disorder (Emerge),not_yet_due,no,,,,,
November,NCT06649045,Orforglipron,Investigational therapy being studied to treat Overweight or Obesity.,Eli Lilly and Company,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06649045,A Master Protocol for Orforglipron in Participants With Obstructive Sleep Apnea and Obesity or Overweight,not_yet_due,no,,,,,
November,NCT06914895,Tirzepatide,"Investigational therapy being studied to treat Type 1 Diabetes, Obesity, and related conditions.",Eli Lilly and Company,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06914895,A Study of Tirzepatide (LY3298176) Compared With Placebo in Adults With Type 1 Diabetes and Obesity or Overweight,not_yet_due,no,,,,,
November,NCT06962280,Tirzepatide,"Investigational therapy being studied to treat Type 1 Diabetes, Obesity, and related conditions.",Eli Lilly and Company,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06962280,A Long-Term Study of Tirzepatide (LY3298176) in Adults With Type 1 Diabetes and Obesity or Overweight,not_yet_due,no,,,,,
November,NCT05134441,IMU-838 tablets,Investigational therapy being studied to treat Multiple Sclerosis.,Immunic AG,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT05134441,"Study to Evaluate the Efficacy, Safety, and Tolerability of IMU-838 in Patients With Relapsing Multiple Sclerosis",not_yet_due,no,,,,,
November,NCT05201638,IMU-838 tablets,"Investigational therapy being studied to treat Multiple Sclerosis, Relapsing Remitting.",Immunic AG,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT05201638,"Study to Evaluate the Efficacy, Safety and Tolerability of IMU-838 in Patients With Relapsing Multiple Sclerosis",not_yet_due,no,,,,,
November,NCT06947499,LBVD + Pentavalent vaccine and Inactivated Polio vaccine,"Investigational preventive therapy being studied to help protect against Diphtheria, Tetanus, and related conditions.",LG Chem,2026-11,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT06947499,"A Phase II/III Study to Evaluate the Immunogenicity, Safety and Lot-to-lot Consistency of LBVD, a Fully Liquid Hexavalent Diphtheria-tetanus-whole Cell Pertussis-hepatitis B-poliovirus-Haemophilus Influenzae Type b Conjugate (DTwP-HepB-IPV-Hib) Vaccine, in Healthy Infants as Primary Series",not_yet_due,no,,,,,
November,NCT07237568,LNK01001,Investigational therapy being studied to treat Ankylosing Spondylitis.,"Lynk Pharmaceuticals Co., Ltd",2026-11,PHASE3,https://clinicaltrials.gov/study/NCT07237568,A Study to Evaluate Efficacy and Safety of LNK01001 in Adults With Ankylosing Spondylitis,not_yet_due,no,,,,,
November,NCT06239311,Methotrexate,Investigational therapy being studied to treat Moderate to Severe Atopic Dermatitis.,medac GmbH,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06239311,Efficacy and Safety of Methotrexate Versus Placebo in Adults With Atopic Dermatitis.,not_yet_due,no,,,,,
November,NCT04706013,Pyridoxal Phosphate,Investigational therapy being studied to treat Pyridox(am)Ine 5'-Phosphate Oxidase Deficiency.,Medicure,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT04706013,Oral Pyridoxal 5'-Phosphate for the Treatment of Patients With PNPO Deficiency,not_yet_due,no,,,,,
November,NCT07177859,Eculizumab Injection + NTQ5082 capsules 200 mg,Combination regimen being studied to treat Paroxysmal Nocturnal Hemoglobinuria.,Nanjing Chia-tai Tianqing Pharmaceutical,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT07177859,A Phase III Study of NTQ5082 Capsules in the Treatment of Paroxysmal Nocturnal Hemoglobinuria Patients,not_yet_due,no,,,,,
November,NCT05202509,Obicetrapib,Investigational therapy being studied to treat Atherosclerotic Cardiovascular Disease.,NewAmsterdam Pharma,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT05202509,Cardiovascular Outcome Study to Evaluate the Effect of Obicetrapib in Patients With Cardiovascular Disease,not_yet_due,no,,,,,
November,NCT07282028,Spectacle Hearing Aid,Investigational therapy being studied to treat Hearing Loss Mixed.,Nuance Hearing,2026-11,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT07282028,"A Prospective, Open-label, Pivotal Study to Assess Spectacle Hearing Aid Safety and Efficacy",not_yet_due,no,,,,,
November,NCT06837896,QLG1080,Investigational therapy being studied to treat Prostate Cancer.,"Qilu Pharmaceutical Co., Ltd.",2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06837896,Efficacy and Safety Study of QLG1080 in Patients With Hormone-sensitive Advanced Prostate Cancer,not_yet_due,no,,,,,
November,NCT06087640,QIV or TIV + aQIV or aTIV,"Investigational preventive therapy being studied to help protect against Influenza, Human.",Seqirus,2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06087640,"A Clinical Study to Evaluate the Efficacy, Safety and Immunogenicity of an Adjuvanted Influenza Vaccine Compared to a Non-adjuvanted Influenza Vaccine in Adults ≥65 Years of Age",not_yet_due,no,,,,,
November,NCT06118333,BL-B01D1 + capecitabine + docetaxel (+1 more),Combination regimen being studied to treat Nasopharyngeal Carcinoma.,"Sichuan Baili Pharmaceutical Co., Ltd.",2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06118333,A Study Comparing BL-B01D1 With Physician's Choice of Chemotherapy in Patients With Recurrent or Metastatic Nasopharyngeal Carcinoma(PANKU-NPC01),not_yet_due,no,,,,,
November,NCT06448312,Pembrolizumab + SKB264,Combination regimen being studied to treat Non Small Cell Lung Cancer.,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",2026-11,PHASE3,https://clinicaltrials.gov/study/NCT06448312,A Study of SKB264 in Combination With Pembrolizumab Versus Pembrolizumab in Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer,not_yet_due,no,,,,,
November,NCT07505888,active comparator vaccine + experimental vaccine,Investigational preventive therapy being studied to help protect against Epidemic Meningitis and Meningococcal Vaccines.,"Sinovac Biotech Co., Ltd",2026-11,PHASE3,https://clinicaltrials.gov/study/NCT07505888,Phase Ⅲ Trial of Group ACYW135 Meningococcal Conjugate Vaccine in Children Aged 2-6 Years,not_yet_due,no,,,,,
November,NCT05067634,Xcopri,Investigational therapy being studied to treat Partial Epilepsy.,"SK Life Science, Inc.",2026-11,PHASE3,https://clinicaltrials.gov/study/NCT05067634,Safety and Efficacy Study of Cenobamate in Pediatric Subjects 2-17 Years of Age With Partial-onset (Focal) Seizures,not_yet_due,no,,,,,
November,NCT07251309,WS016,Investigational therapy being studied to treat Hyperkalemia.,"Waterstone Pharmaceutical (Wuhan) Co., LTD.",2026-11,PHASE3,https://clinicaltrials.gov/study/NCT07251309,"A Two-Part, Phase 3 Study Evaluating the Efficacy and Safety of WS016 for the Treatment of Hyperkalemia",not_yet_due,no,,,,,
November,NCT07029516,Cosmetic patch containing urea applicated daily for 3 months,"Investigational therapy being studied to treat Nail Psoriasis, Nail Damage, and related conditions.","Wooshin Labottach Co., Ltd.",2026-11,PHASE3,https://clinicaltrials.gov/study/NCT07029516,"Study to Assess Efficacy, Safety and Tolerability of a Nail Patch in Patients With Nail Fragility, Mychosis, Psoriasis",not_yet_due,no,,,,,
December,NCT05523167,EFG PH20 SC + PBO,"Combination regimen being studied to treat Active Idiopathic Inflammatory Myopathy, Myositis, and related conditions.",argenx,2026-12-01,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT05523167,A Study to Investigate the Efficacy and Safety of Efgartigimod PH20 SC in Adult Participants With Active Idiopathic Inflammatory Myopathy.,not_yet_due,no,,,,,
December,NCT06685757,Felzartamab,Investigational therapy being studied to treat Antibody mediated Rejection.,Biogen,2026-12-01,PHASE3,https://clinicaltrials.gov/study/NCT06685757,A Study to Learn More About the Effects and Safety of Felzartamab Infusions in Adults With Kidney Transplants Who Have Antibody-Mediated Rejection (AMR),not_yet_due,no,,,,,
December,NCT05506943,CTX-009 + Paclitaxel,"Combination regimen being studied to treat Biliary Tract Cancer, Cholangiocarcinoma, and related conditions.",Compass Therapeutics,2026-12-01,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT05506943,"A Study of CTX-009 in Combination With Paclitaxel in Adult Patients With Unresectable Advanced, Metastatic or Recurrent Biliary Tract Cancers (COMPANION-002)",not_yet_due,no,,,,,
December,NCT06399289,Recombinant fusion protein linking coagulation factor IX with albumin (rIX-FP),Investigational therapy being studied to treat Hemophilia B.,CSL Behring,2026-12-01,PHASE3,https://clinicaltrials.gov/study/NCT06399289,Recombinant Fusion Protein Linking Coagulation Factor IX With Albumin (rIX-FP) in Chinese Subjects With Hemophilia B Previously Treated With FIX Therapy,not_yet_due,no,,,,,
December,NCT07090759,GST-HG141,Investigational therapy being studied to treat Chronic Hepatitis b.,"Fujian Akeylink Biotechnology Co., Ltd.",2026-12-01,PHASE3,https://clinicaltrials.gov/study/NCT07090759,"To Evaluate the Efficacy, Safety and Population Pharmacokinetics of GST-HG141 in Patients With Chronic Hepatitis B (CHB) Who Have an Inadequate Response to Antiviral Drug Treatment",not_yet_due,no,,,,,
December,NCT07139535,RAY1225,Investigational therapy being studied to treat T2DM.,"Guangdong Raynovent Biotech Co., Ltd",2026-12-01,PHASE3,https://clinicaltrials.gov/study/NCT07139535,A Study of RAY1225 in Participants With Type 2 Diabetes Not Controlled With Diet and Exercise Alone,not_yet_due,no,,,,,
December,NCT07139548,RAY1225 + Semaglutide,Combination regimen being studied to treat T2DM.,"Guangdong Raynovent Biotech Co., Ltd",2026-12-01,PHASE3,https://clinicaltrials.gov/study/NCT07139548,A Study of RAY1225 Versus Semaglutide as Add-on Therapy to Oral Antidiabetic Drugs in Participants With Type 2 Diabetes,not_yet_due,no,,,,,
December,NCT03767244,Androgen Deprivation Therapy (ADT) + Apalutamide,Combination regimen being studied to treat Prostatic Neoplasms.,"Janssen Research & Development, LLC",2026-12-01,PHASE3,https://clinicaltrials.gov/study/NCT03767244,"A Study of Apalutamide in Participants With High-Risk, Localized or Locally Advanced Prostate Cancer Who Are Candidates for Radical Prostatectomy",not_yet_due,no,,,,,
December,NCT07422857,[18F]-APN-1607,"Imaging agent being studied to help detect or evaluate Subjects With Mild Cognitive Impairment (MCI) of AD, Alzheimer's Disease (AD) Dementia.",JYAMS PET Research & Development Limited,2026-12-01,PHASE3,https://clinicaltrials.gov/study/NCT07422857,Evaluate the Use of [18F]-APN-1607 PET in Subjects With AD-related Cognitive Impairment and Subjects With Normal Cognitive Function,not_yet_due,no,,,,,
December,NCT07487727,AND017 + ESA,Combination regimen being studied to treat Anemia Due to Chronic Kidney Disease.,Kind Pharmaceuticals LLC,2026-12-01,PHASE3,https://clinicaltrials.gov/study/NCT07487727,A Study of AND017 to Evaluate Efficacy and Safety in Patients With Anemia Due to Non-Dialysis-Dependent Chronic Kidney Disease (NDD-CKD),not_yet_due,no,,,,,
December,NCT06208306,Itepekimab (SAR440340),Investigational therapy being studied to treat Chronic Obstructive Pulmonary Disease.,Sanofi,2026-12-01,PHASE3,https://clinicaltrials.gov/study/NCT06208306,A Study to Investigate Long-term Safety and Tolerability of Itepekimab in Participants With COPD,not_yet_due,no,,,,,
